pathway,n_genes,corr,abs_corr,sign
REACTOME_HIGHLY_SODIUM_PERMEABLE_POSTSYNAPTIC_ACETYLCHOLINE_NICOTINIC_RECEPTORS,1,,,0
REACTOME_HISTIDINE_CATABOLISM,0,,,0
REACTOME_HIV_ELONGATION_ARREST_AND_RECOVERY,7,,,0
REACTOME_HIV_INFECTION,44,-0.17680050432682037,0.17680050432682037,-1
REACTOME_HIV_LIFE_CYCLE,32,-0.015663018450140953,0.015663018450140953,-1
REACTOME_HIV_TRANSCRIPTION_ELONGATION,10,0.1050632894039154,0.1050632894039154,1
REACTOME_HIV_TRANSCRIPTION_INITIATION,12,0.3946559727191925,0.3946559727191925,1
REACTOME_HOMOLOGOUS_DNA_PAIRING_AND_STRAND_EXCHANGE,12,-0.05951238423585892,0.05951238423585892,-1
REACTOME_HOMOLOGY_DIRECTED_REPAIR,28,-0.02632109820842743,0.02632109820842743,-1
REACTOME_HORMONE_LIGAND_BINDING_RECEPTORS,0,,,0
REACTOME_HOST_INTERACTIONS_OF_HIV_FACTORS,24,0.26462435722351074,0.26462435722351074,1
REACTOME_HSF1_ACTIVATION,15,0.628312349319458,0.628312349319458,1
REACTOME_HSF1_DEPENDENT_TRANSACTIVATION,16,0.33220380544662476,0.33220380544662476,1
REACTOME_HSP90_CHAPERONE_CYCLE_FOR_STEROID_HORMONE_RECEPTORS_SHR_IN_THE_PRESENCE_OF_LIGAND,12,0.4447788596153259,0.4447788596153259,1
REACTOME_HS_GAG_BIOSYNTHESIS,3,,,0
REACTOME_HS_GAG_DEGRADATION,4,,,0
REACTOME_HUR_ELAVL1_BINDS_AND_STABILIZES_MRNA,0,,,0
REACTOME_HYALURONAN_BIOSYNTHESIS_AND_EXPORT,2,,,0
REACTOME_HYALURONAN_METABOLISM,3,,,0
REACTOME_HYALURONAN_UPTAKE_AND_DEGRADATION,1,,,0
REACTOME_HYDROLYSIS_OF_LPC,0,,,0
REACTOME_IKBA_VARIANT_LEADS_TO_EDA_ID,2,,,0
REACTOME_IKK_COMPLEX_RECRUITMENT_MEDIATED_BY_RIP1,5,,,0
REACTOME_IL_6_TYPE_CYTOKINE_RECEPTOR_LIGAND_INTERACTIONS,4,,,0
REACTOME_IMMUNOREGULATORY_INTERACTIONS_BETWEEN_A_LYMPHOID_AND_A_NON_LYMPHOID_CELL,42,0.5942314267158508,0.5942314267158508,1
REACTOME_INACTIVATION_OF_CDC42_AND_RAC1,1,,,0
REACTOME_INACTIVATION_OF_CSF3_G_CSF_SIGNALING,5,,,0
REACTOME_INCRETIN_SYNTHESIS_SECRETION_AND_INACTIVATION,2,,,0
REACTOME_INFECTION_WITH_MYCOBACTERIUM_TUBERCULOSIS,6,,,0
REACTOME_INFECTIOUS_DISEASE,158,-0.028898179531097412,0.028898179531097412,-1
REACTOME_INFLAMMASOMES,7,,,0
REACTOME_INFLUENZA_INFECTION,23,-0.25173646211624146,0.25173646211624146,-1
REACTOME_INHIBITION_OF_DNA_RECOMBINATION_AT_TELOMERE,8,,,0
REACTOME_INHIBITION_OF_REPLICATION_INITIATION_OF_DAMAGED_DNA_BY_RB1_E2F1,4,,,0
REACTOME_INHIBITION_OF_THE_PROTEOLYTIC_ACTIVITY_OF_APC_C_REQUIRED_FOR_THE_ONSET_OF_ANAPHASE_BY_MITOTIC_SPINDLE_CHECKPOINT_COMPONENTS,8,,,0
REACTOME_INITIAL_TRIGGERING_OF_COMPLEMENT,7,,,0
REACTOME_INITIATION_OF_NUCLEAR_ENVELOPE_NE_REFORMATION,5,,,0
REACTOME_INLA_MEDIATED_ENTRY_OF_LISTERIA_MONOCYTOGENES_INTO_HOST_CELLS,2,,,0
REACTOME_INLB_MEDIATED_ENTRY_OF_LISTERIA_MONOCYTOGENES_INTO_HOST_CELL,2,,,0
REACTOME_INNATE_IMMUNE_SYSTEM,212,-0.3197854459285736,0.3197854459285736,-1
REACTOME_INOSITOL_PHOSPHATE_METABOLISM,13,-0.4713963270187378,0.4713963270187378,-1
REACTOME_INSERTION_OF_TAIL_ANCHORED_PROTEINS_INTO_THE_ENDOPLASMIC_RETICULUM_MEMBRANE,5,,,0
REACTOME_INSULIN_PROCESSING,4,,,0
REACTOME_INSULIN_RECEPTOR_RECYCLING,5,,,0
REACTOME_INSULIN_RECEPTOR_SIGNALLING_CASCADE,11,-0.16268490254878998,0.16268490254878998,-1
REACTOME_INTEGRATION_OF_ENERGY_METABOLISM,24,-0.13070042431354523,0.13070042431354523,-1
REACTOME_INTEGRATION_OF_PROVIRUS,1,,,0
REACTOME_INTEGRIN_CELL_SURFACE_INTERACTIONS,18,-0.24847640097141266,0.24847640097141266,-1
REACTOME_INTEGRIN_SIGNALING,4,,,0
REACTOME_INTERACTIONS_OF_REV_WITH_HOST_CELLULAR_PROTEINS,9,,,0
REACTOME_INTERACTIONS_OF_VPR_WITH_HOST_CELLULAR_PROTEINS,11,0.09726319462060928,0.09726319462060928,1
REACTOME_INTERACTION_BETWEEN_L1_AND_ANKYRINS,6,,,0
REACTOME_INTERACTION_WITH_CUMULUS_CELLS_AND_THE_ZONA_PELLUCIDA,1,,,0
REACTOME_INTERCONVERSION_OF_NUCLEOTIDE_DI_AND_TRIPHOSPHATES,10,0.0517134852707386,0.0517134852707386,1
REACTOME_INTERFERON_ALPHA_BETA_SIGNALING,18,-0.9471961855888367,0.9471961855888367,-1
REACTOME_INTERFERON_GAMMA_SIGNALING,24,-0.8153658509254456,0.8153658509254456,-1
REACTOME_INTERFERON_SIGNALING,49,-0.026940304785966873,0.026940304785966873,-1
REACTOME_INTERLEUKIN_10_SIGNALING,19,0.3792644739151001,0.3792644739151001,1
REACTOME_INTERLEUKIN_12_FAMILY_SIGNALING,11,0.060507163405418396,0.060507163405418396,1
REACTOME_INTERLEUKIN_12_SIGNALING,9,,,0
REACTOME_INTERLEUKIN_15_SIGNALING,3,,,0
REACTOME_INTERLEUKIN_17_SIGNALING,15,0.35565194487571716,0.35565194487571716,1
REACTOME_INTERLEUKIN_18_SIGNALING,2,,,0
REACTOME_INTERLEUKIN_1_FAMILY_SIGNALING,29,-0.1329311579465866,0.1329311579465866,-1
REACTOME_INTERLEUKIN_1_PROCESSING,1,,,0
REACTOME_INTERLEUKIN_1_SIGNALING,19,0.09555725753307343,0.09555725753307343,1
REACTOME_INTERLEUKIN_20_FAMILY_SIGNALING,5,,,0
REACTOME_INTERLEUKIN_21_SIGNALING,2,,,0
REACTOME_INTERLEUKIN_23_SIGNALING,2,,,0
REACTOME_INTERLEUKIN_27_SIGNALING,1,,,0
REACTOME_INTERLEUKIN_2_FAMILY_SIGNALING,14,-0.04857586696743965,0.04857586696743965,-1
REACTOME_INTERLEUKIN_2_SIGNALING,6,,,0
REACTOME_INTERLEUKIN_35_SIGNALLING,2,,,0
REACTOME_INTERLEUKIN_36_PATHWAY,3,,,0
REACTOME_INTERLEUKIN_37_SIGNALING,5,,,0
REACTOME_INTERLEUKIN_3_INTERLEUKIN_5_AND_GM_CSF_SIGNALING,16,-0.5735576152801514,0.5735576152801514,-1
REACTOME_INTERLEUKIN_4_AND_INTERLEUKIN_13_SIGNALING,38,-0.3560064733028412,0.3560064733028412,-1
REACTOME_INTERLEUKIN_6_FAMILY_SIGNALING,6,,,0
REACTOME_INTERLEUKIN_6_SIGNALING,2,,,0
REACTOME_INTERLEUKIN_7_SIGNALING,6,,,0
REACTOME_INTERLEUKIN_9_SIGNALING,1,,,0
REACTOME_INTERLEUKIN_RECEPTOR_SHC_SIGNALING,9,,,0
REACTOME_INTESTINAL_ABSORPTION,1,,,0
REACTOME_INTRACELLULAR_SIGNALING_BY_SECOND_MESSENGERS,63,-0.02532321959733963,0.02532321959733963,-1
REACTOME_INTRAFLAGELLAR_TRANSPORT,15,-0.06929399818181992,0.06929399818181992,-1
REACTOME_INTRA_GOLGI_AND_RETROGRADE_GOLGI_TO_ER_TRAFFIC,42,0.17762956023216248,0.17762956023216248,1
REACTOME_INTRA_GOLGI_TRAFFIC,10,0.30771058797836304,0.30771058797836304,1
REACTOME_INTRINSIC_PATHWAY_FOR_APOPTOSIS,10,0.5708541870117188,0.5708541870117188,1
REACTOME_INTRINSIC_PATHWAY_OF_FIBRIN_CLOT_FORMATION,5,,,0
REACTOME_INWARDLY_RECTIFYING_K_CHANNELS,9,,,0
REACTOME_IONOTROPIC_ACTIVITY_OF_KAINATE_RECEPTORS,2,,,0
REACTOME_ION_CHANNEL_TRANSPORT,26,0.14615030586719513,0.14615030586719513,1
REACTOME_ION_HOMEOSTASIS,9,,,0
REACTOME_ION_TRANSPORT_BY_P_TYPE_ATPASES,10,-0.49474892020225525,0.49474892020225525,-1
REACTOME_IRAK1_RECRUITS_IKK_COMPLEX,4,,,0
REACTOME_IRAK2_MEDIATED_ACTIVATION_OF_TAK1_COMPLEX,3,,,0
REACTOME_IRAK4_DEFICIENCY_TLR2_4,6,,,0
REACTOME_IRE1ALPHA_ACTIVATES_CHAPERONES,12,-0.3247484862804413,0.3247484862804413,-1
REACTOME_IRF3_MEDIATED_ACTIVATION_OF_TYPE_1_IFN,1,,,0
REACTOME_IRF3_MEDIATED_INDUCTION_OF_TYPE_I_IFN,1,,,0
REACTOME_IRON_UPTAKE_AND_TRANSPORT,15,0.2538256049156189,0.2538256049156189,1
REACTOME_IRS_ACTIVATION,1,,,0
REACTOME_IRS_MEDIATED_SIGNALLING,11,0.04186896234750748,0.04186896234750748,1
REACTOME_JNK_C_JUN_KINASES_PHOSPHORYLATION_AND_ACTIVATION_MEDIATED_BY_ACTIVATED_HUMAN_TAK1,4,,,0
REACTOME_JOSEPHIN_DOMAIN_DUBS,4,,,0
REACTOME_KERATAN_SULFATE_BIOSYNTHESIS,4,,,0
REACTOME_KERATAN_SULFATE_DEGRADATION,0,,,0
REACTOME_KERATAN_SULFATE_KERATIN_METABOLISM,4,,,0
REACTOME_KERATINIZATION,8,,,0
REACTOME_KETONE_BODY_METABOLISM,3,,,0
REACTOME_KILLING_MECHANISMS,3,,,0
REACTOME_KINESINS,16,-0.21395131945610046,0.21395131945610046,-1
REACTOME_KSRP_KHSRP_BINDS_AND_DESTABILIZES_MRNA,3,,,0
REACTOME_L1CAM_INTERACTIONS,22,0.25826770067214966,0.25826770067214966,1
REACTOME_LAGGING_STRAND_SYNTHESIS,10,0.3110698461532593,0.3110698461532593,1
REACTOME_LAMININ_INTERACTIONS,2,,,0
REACTOME_LATE_ENDOSOMAL_MICROAUTOPHAGY,9,,,0
REACTOME_LDL_CLEARANCE,3,,,0
REACTOME_LDL_REMODELING,0,,,0
REACTOME_LECTIN_PATHWAY_OF_COMPLEMENT_ACTIVATION,1,,,0
REACTOME_LEISHMANIA_INFECTION,55,-0.17354044318199158,0.17354044318199158,-1
REACTOME_LEUKOTRIENE_RECEPTORS,3,,,0
REACTOME_LGI_ADAM_INTERACTIONS,2,,,0
REACTOME_LIGAND_RECEPTOR_INTERACTIONS,0,,,0
REACTOME_LINOLEIC_ACID_LA_METABOLISM,1,,,0
REACTOME_LIPID_PARTICLE_ORGANIZATION,4,,,0
REACTOME_LIPOPHAGY,2,,,0
REACTOME_LISTERIA_MONOCYTOGENES_ENTRY_INTO_HOST_CELLS,2,,,0
REACTOME_LONG_TERM_POTENTIATION,5,,,0
REACTOME_LOSS_OF_FUNCTION_OF_MECP2_IN_RETT_SYNDROME,3,,,0
REACTOME_LOSS_OF_FUNCTION_OF_SMAD2_3_IN_CANCER,2,,,0
REACTOME_LOSS_OF_MECP2_BINDING_ABILITY_TO_THE_NCOR_SMRT_COMPLEX,3,,,0
REACTOME_LRR_FLII_INTERACTING_PROTEIN_1_LRRFIP1_ACTIVATES_TYPE_I_IFN_PRODUCTION,0,,,0
REACTOME_LTC4_CYSLTR_MEDIATED_IL4_PRODUCTION,2,,,0
REACTOME_LYSINE_CATABOLISM,2,,,0
REACTOME_LYSOSOME_VESICLE_BIOGENESIS,2,,,0
REACTOME_LYSOSPHINGOLIPID_AND_LPA_RECEPTORS,4,,,0
REACTOME_MAP2K_AND_MAPK_ACTIVATION,8,,,0
REACTOME_MAP3K8_TPL2_DEPENDENT_MAPK1_3_ACTIVATION,5,,,0
REACTOME_MAPK1_ERK2_ACTIVATION,1,,,0
REACTOME_MAPK3_ERK1_ACTIVATION,2,,,0
REACTOME_MAPK6_MAPK4_SIGNALING,17,-0.21930718421936035,0.21930718421936035,-1
REACTOME_MAPK_FAMILY_SIGNALING_CASCADES,70,0.07737519592046738,0.07737519592046738,1
REACTOME_MAPK_TARGETS_NUCLEAR_EVENTS_MEDIATED_BY_MAP_KINASES,9,,,0
REACTOME_MASTL_FACILITATES_MITOTIC_PROGRESSION,2,,,0
REACTOME_MATURATION_OF_PROTEIN_3A,5,,,0
REACTOME_MATURATION_OF_SARS_COV_1_NUCLEOPROTEIN,1,,,0
REACTOME_MATURATION_OF_SARS_COV_1_SPIKE_PROTEIN,1,,,0
REACTOME_MATURATION_OF_SARS_COV_2_NUCLEOPROTEIN,4,,,0
REACTOME_MATURATION_OF_SARS_COV_2_SPIKE_PROTEIN,10,-0.1265595555305481,0.1265595555305481,-1
REACTOME_MECP2_REGULATES_NEURONAL_RECEPTORS_AND_CHANNELS,3,,,0
REACTOME_MECP2_REGULATES_TRANSCRIPTION_FACTORS,1,,,0
REACTOME_MECP2_REGULATES_TRANSCRIPTION_OF_NEURONAL_LIGANDS,0,,,0
REACTOME_MEIOSIS,22,0.4157083332538605,0.4157083332538605,1
REACTOME_MEIOTIC_RECOMBINATION,6,,,0
REACTOME_MEIOTIC_SYNAPSIS,16,0.14332792162895203,0.14332792162895203,1
REACTOME_MELANIN_BIOSYNTHESIS,0,,,0
REACTOME_MEMBRANE_TRAFFICKING,122,-0.3076668083667755,0.3076668083667755,-1
REACTOME_METABOLIC_DISORDERS_OF_BIOLOGICAL_OXIDATION_ENZYMES,4,,,0
REACTOME_METABOLISM_OF_AMINE_DERIVED_HORMONES,0,,,0
REACTOME_METABOLISM_OF_AMINO_ACIDS_AND_DERIVATIVES,58,-0.09895489364862442,0.09895489364862442,-1
REACTOME_METABOLISM_OF_ANGIOTENSINOGEN_TO_ANGIOTENSINS,3,,,0
REACTOME_METABOLISM_OF_CARBOHYDRATES,55,0.2033618986606598,0.2033618986606598,1
REACTOME_METABOLISM_OF_COFACTORS,8,,,0
REACTOME_METABOLISM_OF_FAT_SOLUBLE_VITAMINS,7,,,0
REACTOME_METABOLISM_OF_FOLATE_AND_PTERINES,1,,,0
REACTOME_METABOLISM_OF_INGESTED_SEMET_SEC_MESEC_INTO_H2SE,1,,,0
REACTOME_METABOLISM_OF_LIPIDS,166,-0.09732484072446823,0.09732484072446823,-1
REACTOME_METABOLISM_OF_NITRIC_OXIDE_NOS3_ACTIVATION_AND_REGULATION,3,,,0
REACTOME_METABOLISM_OF_NUCLEOTIDES,26,0.4655510485172272,0.4655510485172272,1
REACTOME_METABOLISM_OF_POLYAMINES,8,,,0
REACTOME_METABOLISM_OF_PORPHYRINS,4,,,0
REACTOME_METABOLISM_OF_RNA,150,0.3969714343547821,0.3969714343547821,1
REACTOME_METABOLISM_OF_STEROIDS,31,-0.31702232360839844,0.31702232360839844,-1
REACTOME_METABOLISM_OF_STEROID_HORMONES,2,,,0
REACTOME_METABOLISM_OF_VITAMINS_AND_COFACTORS,40,0.17909635603427887,0.17909635603427887,1
REACTOME_METABOLISM_OF_WATER_SOLUBLE_VITAMINS_AND_COFACTORS,25,0.019353507086634636,0.019353507086634636,1
REACTOME_METALLOPROTEASE_DUBS,3,,,0
REACTOME_METALLOTHIONEINS_BIND_METALS,3,,,0
REACTOME_METAL_ION_SLC_TRANSPORTERS,6,,,0
REACTOME_METAL_SEQUESTRATION_BY_ANTIMICROBIAL_PROTEINS,3,,,0
REACTOME_METHIONINE_SALVAGE_PATHWAY,2,,,0
REACTOME_METHYLATION,0,,,0
REACTOME_MET_ACTIVATES_PI3K_AKT_SIGNALING,1,,,0
REACTOME_MET_ACTIVATES_PTK2_SIGNALING,3,,,0
REACTOME_MET_ACTIVATES_PTPN11,0,,,0
REACTOME_MET_ACTIVATES_RAP1_AND_RAC1,1,,,0
REACTOME_MET_ACTIVATES_RAS_SIGNALING,1,,,0
REACTOME_MET_INTERACTS_WITH_TNS_PROTEINS,1,,,0
REACTOME_MET_PROMOTES_CELL_MOTILITY,5,,,0
REACTOME_MET_RECEPTOR_ACTIVATION,1,,,0
REACTOME_MET_RECEPTOR_RECYCLING,1,,,0
REACTOME_MHC_CLASS_II_ANTIGEN_PRESENTATION,32,-0.681843638420105,0.681843638420105,-1
REACTOME_MICRORNA_MIRNA_BIOGENESIS,7,,,0
REACTOME_MINERALOCORTICOID_BIOSYNTHESIS,0,,,0
REACTOME_MIRO_GTPASE_CYCLE,3,,,0
REACTOME_MISCELLANEOUS_SUBSTRATES,0,,,0
REACTOME_MISCELLANEOUS_TRANSPORT_AND_BINDING_EVENTS,6,,,0
REACTOME_MISMATCH_REPAIR,5,,,0
REACTOME_MITOCHONDRIAL_BIOGENESIS,16,-0.11577191948890686,0.11577191948890686,-1
REACTOME_MITOCHONDRIAL_CALCIUM_ION_TRANSPORT,5,,,0
REACTOME_MITOCHONDRIAL_FATTY_ACID_BETA_OXIDATION,5,,,0
REACTOME_MITOCHONDRIAL_FATTY_ACID_BETA_OXIDATION_OF_SATURATED_FATTY_ACIDS,3,,,0
REACTOME_MITOCHONDRIAL_FATTY_ACID_BETA_OXIDATION_OF_UNSATURATED_FATTY_ACIDS,1,,,0
REACTOME_MITOCHONDRIAL_IRON_SULFUR_CLUSTER_BIOGENESIS,5,,,0
REACTOME_MITOCHONDRIAL_PROTEIN_IMPORT,15,-0.6182188987731934,0.6182188987731934,-1
REACTOME_MITOCHONDRIAL_TRANSLATION,24,0.829217255115509,0.829217255115509,1
REACTOME_MITOCHONDRIAL_TRNA_AMINOACYLATION,6,,,0
REACTOME_MITOCHONDRIAL_UNCOUPLING,0,,,0
REACTOME_MITOPHAGY,6,,,0
REACTOME_MITOTIC_G1_PHASE_AND_G1_S_TRANSITION,39,0.49670207500457764,0.49670207500457764,1
REACTOME_MITOTIC_G2_G2_M_PHASES,42,-0.07017557322978973,0.07017557322978973,-1
REACTOME_MITOTIC_METAPHASE_AND_ANAPHASE,54,-0.030549895018339157,0.030549895018339157,-1
REACTOME_MITOTIC_PROMETAPHASE,58,-0.20332621037960052,0.20332621037960052,-1
REACTOME_MITOTIC_PROPHASE,22,-0.13117167353630066,0.13117167353630066,-1
REACTOME_MITOTIC_SPINDLE_CHECKPOINT,32,0.22146496176719666,0.22146496176719666,1
REACTOME_MITOTIC_TELOPHASE_CYTOKINESIS,4,,,0
REACTOME_MODULATION_BY_MTB_OF_HOST_IMMUNE_SYSTEM,3,,,0
REACTOME_MOLECULES_ASSOCIATED_WITH_ELASTIC_FIBRES,6,,,0
REACTOME_MOLYBDENUM_COFACTOR_BIOSYNTHESIS,4,,,0
REACTOME_MRNA_CAPPING,7,,,0
REACTOME_MRNA_DECAY_BY_3_TO_5_EXORIBONUCLEASE,8,,,0
REACTOME_MRNA_DECAY_BY_5_TO_3_EXORIBONUCLEASE,5,,,0
REACTOME_MRNA_EDITING,5,,,0
REACTOME_MRNA_EDITING_C_TO_U_CONVERSION,4,,,0
REACTOME_MRNA_SPLICING,44,0.5153525471687317,0.5153525471687317,1
REACTOME_MRNA_SPLICING_MINOR_PATHWAY,14,-0.7512615919113159,0.7512615919113159,-1
REACTOME_MTORC1_MEDIATED_SIGNALLING,4,,,0
REACTOME_MTOR_SIGNALLING,7,,,0
REACTOME_MUCOPOLYSACCHARIDOSES,1,,,0
REACTOME_MULTIFUNCTIONAL_ANION_EXCHANGERS,1,,,0
REACTOME_MUSCARINIC_ACETYLCHOLINE_RECEPTORS,0,,,0
REACTOME_MUSCLE_CONTRACTION,27,0.28278982639312744,0.28278982639312744,1
REACTOME_MYD88_INDEPENDENT_TLR4_CASCADE,24,-0.09981954842805862,0.09981954842805862,-1
REACTOME_MYOCLONIC_EPILEPSY_OF_LAFORA,5,,,0
REACTOME_MYOGENESIS,3,,,0
REACTOME_M_PHASE,88,0.3325391709804535,0.3325391709804535,1
REACTOME_NADE_MODULATES_DEATH_SIGNALLING,2,,,0
REACTOME_NA_CL_DEPENDENT_NEUROTRANSMITTER_TRANSPORTERS,0,,,0
REACTOME_NCAM1_INTERACTIONS,6,,,0
REACTOME_NCAM_SIGNALING_FOR_NEURITE_OUT_GROWTH,13,0.02782612293958664,0.02782612293958664,1
REACTOME_NECTIN_NECL_TRANS_HETERODIMERIZATION,1,,,0
REACTOME_NEDDYLATION,45,0.138004332780838,0.138004332780838,1
REACTOME_NEF_AND_SIGNAL_TRANSDUCTION,4,,,0
REACTOME_NEF_MEDIATED_CD4_DOWN_REGULATION,2,,,0
REACTOME_NEF_MEDIATED_CD8_DOWN_REGULATION,2,,,0
REACTOME_NEF_MEDIATED_DOWNREGULATION_OF_MHC_CLASS_I_COMPLEX_CELL_SURFACE_EXPRESSION,2,,,0
REACTOME_NEF_MEDIATES_DOWN_MODULATION_OF_CELL_SURFACE_RECEPTORS_BY_RECRUITING_THEM_TO_CLATHRIN_ADAPTERS,5,,,0
REACTOME_NEGATIVE_EPIGENETIC_REGULATION_OF_RRNA_EXPRESSION,14,0.1643659621477127,0.1643659621477127,1
REACTOME_NEGATIVE_FEEDBACK_REGULATION_OF_MAPK_PATHWAY,2,,,0
REACTOME_NEGATIVE_REGULATION_OF_ACTIVITY_OF_TFAP2_AP_2_FAMILY_TRANSCRIPTION_FACTORS,1,,,0
REACTOME_NEGATIVE_REGULATION_OF_FGFR1_SIGNALING,5,,,0
REACTOME_NEGATIVE_REGULATION_OF_FGFR2_SIGNALING,5,,,0
REACTOME_NEGATIVE_REGULATION_OF_FGFR3_SIGNALING,4,,,0
REACTOME_NEGATIVE_REGULATION_OF_FGFR4_SIGNALING,4,,,0
REACTOME_NEGATIVE_REGULATION_OF_FLT3,6,,,0
REACTOME_NEGATIVE_REGULATION_OF_MAPK_PATHWAY,12,-0.4834151566028595,0.4834151566028595,-1
REACTOME_NEGATIVE_REGULATION_OF_MET_ACTIVITY,2,,,0
REACTOME_NEGATIVE_REGULATION_OF_NMDA_RECEPTOR_MEDIATED_NEURONAL_TRANSMISSION,4,,,0
REACTOME_NEGATIVE_REGULATION_OF_NOTCH4_SIGNALING,3,,,0
REACTOME_NEGATIVE_REGULATION_OF_TCF_DEPENDENT_SIGNALING_BY_DVL_INTERACTING_PROTEINS,2,,,0
REACTOME_NEGATIVE_REGULATION_OF_TCF_DEPENDENT_SIGNALING_BY_WNT_LIGAND_ANTAGONISTS,1,,,0
REACTOME_NEGATIVE_REGULATION_OF_THE_PI3K_AKT_NETWORK,25,-0.22782127559185028,0.22782127559185028,-1
REACTOME_NEGATIVE_REGULATORS_OF_DDX58_IFIH1_SIGNALING,11,-0.12732753157615662,0.12732753157615662,-1
REACTOME_NEPHRIN_FAMILY_INTERACTIONS,7,,,0
REACTOME_NERVOUS_SYSTEM_DEVELOPMENT,97,-0.05934402719140053,0.05934402719140053,-1
REACTOME_NETRIN_1_SIGNALING,13,-0.28770241141319275,0.28770241141319275,-1
REACTOME_NETRIN_MEDIATED_REPULSION_SIGNALS,0,,,0
REACTOME_NEUREXINS_AND_NEUROLIGINS,5,,,0
REACTOME_NEUROFASCIN_INTERACTIONS,0,,,0
REACTOME_NEURONAL_SYSTEM,53,0.08654278516769409,0.08654278516769409,1
REACTOME_NEUROTOXICITY_OF_CLOSTRIDIUM_TOXINS,3,,,0
REACTOME_NEUROTRANSMITTER_CLEARANCE,3,,,0
REACTOME_NEUROTRANSMITTER_RECEPTORS_AND_POSTSYNAPTIC_SIGNAL_TRANSMISSION,35,-0.09302757680416107,0.09302757680416107,-1
REACTOME_NEUROTRANSMITTER_RELEASE_CYCLE,3,,,0
REACTOME_NEUTROPHIL_DEGRANULATION,94,-0.2698162794113159,0.2698162794113159,-1
REACTOME_NF_KB_ACTIVATION_THROUGH_FADD_RIP_1_PATHWAY_MEDIATED_BY_CASPASE_8_AND_10,3,,,0
REACTOME_NF_KB_IS_ACTIVATED_AND_SIGNALS_SURVIVAL,4,,,0
REACTOME_NGF_INDEPENDANT_TRKA_ACTIVATION,0,,,0
REACTOME_NGF_STIMULATED_TRANSCRIPTION,11,-0.6262691617012024,0.6262691617012024,-1
REACTOME_NICOTINAMIDE_SALVAGING,1,,,0
REACTOME_NICOTINATE_METABOLISM,4,,,0
REACTOME_NITRIC_OXIDE_STIMULATES_GUANYLATE_CYCLASE,4,,,0
REACTOME_NOD1_2_SIGNALING_PATHWAY,9,,,0
REACTOME_NONCANONICAL_ACTIVATION_OF_NOTCH3,0,,,0
REACTOME_NONHOMOLOGOUS_END_JOINING_NHEJ,6,,,0
REACTOME_NONSENSE_MEDIATED_DECAY_NMD,13,0.5584061145782471,0.5584061145782471,1
REACTOME_NON_INTEGRIN_MEMBRANE_ECM_INTERACTIONS,8,,,0
REACTOME_NOREPINEPHRINE_NEUROTRANSMITTER_RELEASE_CYCLE,2,,,0
REACTOME_NOSTRIN_MEDIATED_ENOS_TRAFFICKING,2,,,0
REACTOME_NOTCH1_INTRACELLULAR_DOMAIN_REGULATES_TRANSCRIPTION,14,-0.19739064574241638,0.19739064574241638,-1
REACTOME_NOTCH2_ACTIVATION_AND_TRANSMISSION_OF_SIGNAL_TO_THE_NUCLEUS,3,,,0
REACTOME_NOTCH2_INTRACELLULAR_DOMAIN_REGULATES_TRANSCRIPTION,3,,,0
REACTOME_NOTCH3_ACTIVATION_AND_TRANSMISSION_OF_SIGNAL_TO_THE_NUCLEUS,4,,,0
REACTOME_NOTCH3_INTRACELLULAR_DOMAIN_REGULATES_TRANSCRIPTION,3,,,0
REACTOME_NOTCH4_ACTIVATION_AND_TRANSMISSION_OF_SIGNAL_TO_THE_NUCLEUS,0,,,0
REACTOME_NOTCH4_INTRACELLULAR_DOMAIN_REGULATES_TRANSCRIPTION,3,,,0
REACTOME_NOTCH_HLH_TRANSCRIPTION_PATHWAY,6,,,0
REACTOME_NR1H2_AND_NR1H3_MEDIATED_SIGNALING,12,0.5567469596862793,0.5567469596862793,1
REACTOME_NR1H2_NR1H3_REGULATE_GENE_EXPRESSION_LINKED_TO_GLUCONEOGENESIS,1,,,0
REACTOME_NR1H2_NR1H3_REGULATE_GENE_EXPRESSION_LINKED_TO_LIPOGENESIS,1,,,0
REACTOME_NR1H2_NR1H3_REGULATE_GENE_EXPRESSION_LINKED_TO_TRIGLYCERIDE_LIPOLYSIS_IN_ADIPOSE,1,,,0
REACTOME_NR1H2_NR1H3_REGULATE_GENE_EXPRESSION_TO_CONTROL_BILE_ACID_HOMEOSTASIS,2,,,0
REACTOME_NR1H2_NR1H3_REGULATE_GENE_EXPRESSION_TO_LIMIT_CHOLESTEROL_UPTAKE,2,,,0
REACTOME_NR1H3_NR1H2_REGULATE_GENE_EXPRESSION_LINKED_TO_CHOLESTEROL_TRANSPORT_AND_EFFLUX,11,0.08742797374725342,0.08742797374725342,1
REACTOME_NRAGE_SIGNALS_DEATH_THROUGH_JNK,20,-0.34962010383605957,0.34962010383605957,-1
REACTOME_NRCAM_INTERACTIONS,1,,,0
REACTOME_NRIF_SIGNALS_CELL_DEATH_FROM_THE_NUCLEUS,4,,,0
REACTOME_NS1_MEDIATED_EFFECTS_ON_HOST_PATHWAYS,12,-0.04715019837021828,0.04715019837021828,-1
REACTOME_NTRK2_ACTIVATES_RAC1,1,,,0
REACTOME_NUCLEAR_ENVELOPE_BREAKDOWN,15,-0.22437426447868347,0.22437426447868347,-1
REACTOME_NUCLEAR_ENVELOPE_NE_REASSEMBLY,15,-0.16767781972885132,0.16767781972885132,-1
